0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
48,2.7705600000000006,2.6208,2.47104,2.4336,2.39616,2.32128,2.32128,2.47104,3.03264,3.21984,3.4070400000000003,3.4819199999999997,3.4819199999999997,3.4444800000000004,3.4070400000000003,3.4070400000000003,3.4444800000000004,3.5193600000000007,3.5568,3.5568,3.7439999999999998,3.4819199999999997,3.29472,2.9951999999999996
49,2.8783871999999997,2.6984879999999998,2.8783871999999997,2.5185888,2.5185888,2.6085384000000005,2.8783871999999997,3.418084800000001,3.9128076,4.272606,4.4525052,4.49748,4.4525052,4.49748,4.49748,4.3625556,4.3175808,4.3175808,4.1826564,4.1376816,4.1376816,4.1826564,3.9128076,3.2381856
50,3.09504,2.9015999999999997,3.09504,2.7081600000000003,2.7081600000000003,2.80488,3.09504,3.67536,4.207319999999999,4.594200000000001,4.78764,4.835999999999999,4.78764,4.835999999999999,4.835999999999999,4.69092,4.64256,4.64256,4.49748,4.44912,4.44912,4.49748,4.207319999999999,3.4819199999999997
51,3.0331392,2.843568,3.0331392,2.6539968,2.6539968,2.7487824,3.0331392,3.6018528000000005,4.1231736,4.502316,4.6918872,4.73928,4.6918872,4.73928,4.73928,4.5971016,4.5497088,4.5497088,4.407530400000001,4.3601376,4.3601376,4.407530400000001,4.1231736,3.4122815999999996
52,2.9712384000000003,2.7855360000000005,2.9712384000000003,2.5998335999999997,2.5998335999999997,2.6926848,2.9712384000000003,3.5283455999999997,4.0390272,4.410432,4.5961344,4.64256,4.5961344,4.64256,4.64256,4.5032832,4.456857599999999,4.456857599999999,4.3175808,4.271155199999999,4.271155199999999,4.3175808,4.0390272,3.3426431999999995
53,2.9093375999999997,2.7275039999999997,2.9093375999999997,2.5456704000000006,2.5456704000000006,2.6365871999999997,2.9093375999999997,3.4548384000000003,3.9548808,4.318548,4.5003816,4.54584,4.5003816,4.54584,4.54584,4.4094648,4.3640064,4.3640064,4.227631199999999,4.1821728,4.1821728,4.227631199999999,3.9548808,3.2730048000000007
54,2.7555528,2.606604,2.4576552000000005,2.420418,2.3831808,2.3087064,2.3087064,2.4576552000000005,3.0162132,3.2023991999999994,3.3885851999999996,3.4630595999999993,3.4630595999999993,3.4258224000000004,3.3885851999999996,3.3885851999999996,3.4258224000000004,3.5002968000000005,3.537534,3.537534,3.7237199999999997,3.4630595999999993,3.2768736,2.978976
55,2.68398,2.5389,2.39382,2.3575500000000003,2.32128,2.24874,2.24874,2.39382,2.93787,3.1192199999999994,3.30057,3.3731100000000005,3.3731100000000005,3.3368399999999996,3.30057,3.30057,3.3368399999999996,3.40938,3.4456499999999997,3.4456499999999997,3.6270000000000002,3.3731100000000005,3.19176,2.9015999999999997
56,2.6013960000000003,2.560104,2.47752,2.394936,2.436228,2.68398,2.973024,3.50982,3.92274,4.087908,4.1292,4.087908,3.840156,3.7988639999999996,3.7162800000000002,3.6336959999999996,3.7162800000000002,3.7988639999999996,3.9640320000000004,4.046615999999999,3.9640320000000004,3.7162800000000002,3.3033600000000005,2.89044
57,2.7972,2.7527999999999997,2.664,2.5752,2.6196,2.886,3.1968000000000005,3.774,4.218,4.3956,4.4399999999999995,4.3956,4.1292,4.0847999999999995,3.9959999999999996,3.9072,3.9959999999999996,4.0847999999999995,4.2624,4.3511999999999995,4.2624,3.9959999999999996,3.5520000000000005,3.108
58,2.741256,2.6977439999999997,2.61072,2.523696,2.567208,2.8282800000000003,3.1328639999999996,3.69852,4.13364,4.307688,4.3511999999999995,4.307688,4.046615999999999,4.003104,3.91608,3.8290560000000005,3.91608,4.003104,4.177152,4.264176,4.177152,3.91608,3.48096,3.04584
59,2.6853120000000006,2.6426879999999997,2.5574399999999997,2.4721919999999997,2.5148159999999997,2.7705600000000006,3.0689280000000005,3.6230399999999996,4.04928,4.219776,4.2624,4.219776,3.9640320000000004,3.9214080000000004,3.8361600000000005,3.7509120000000005,3.8361600000000005,3.9214080000000004,4.091904,4.177152,4.091904,3.8361600000000005,3.4099199999999996,2.98368
60,2.6293679999999995,2.587632,2.50416,2.420688,2.462424,2.71284,3.0049919999999997,3.54756,3.9649199999999998,4.131863999999999,4.1736,4.131863999999999,3.8814480000000002,3.8397120000000005,3.7562399999999996,3.672768,3.7562399999999996,3.8397120000000005,4.006656,4.090128,4.006656,3.7562399999999996,3.3388799999999996,2.9215199999999997
61,2.5641,2.495724,2.358972,2.2564079999999995,2.22222,2.22222,2.3247839999999997,2.5299120000000004,2.8376040000000002,3.0427320000000004,3.145296,3.213672,3.111108,3.0769199999999994,3.0769199999999994,2.940168,2.9059800000000005,3.0085439999999997,3.145296,3.4188,3.316236,3.24786,3.0769199999999994,2.9059800000000005
62,2.4975,2.4309000000000003,2.2977,2.1978,2.1645000000000003,2.1645000000000003,2.2644,2.4642,2.7639,2.9637000000000002,3.0636,3.1302000000000003,3.0303,2.997,2.997,2.8638,2.8305,2.9304,3.0636,3.33,3.2301,3.1635,2.997,2.8305
63,2.5908498,2.5497252,2.467476,2.3852268,2.4263514,2.6730989999999997,2.9609712000000004,3.495591,3.9068370000000003,4.0713354,4.1124600000000004,4.0713354,3.8245878,3.7834632,3.7012140000000002,3.6189648000000005,3.7012140000000002,3.7834632,3.9479615999999997,4.0302108,3.9479615999999997,3.7012140000000002,3.2899679999999996,2.878722
64,2.7858600000000004,2.74164,2.6532,2.5647600000000006,2.60898,2.8743,3.18384,3.7586999999999997,4.200900000000001,4.37778,4.422,4.37778,4.1124600000000004,4.068239999999999,3.9798,3.89136,3.9798,4.068239999999999,4.24512,4.33356,4.24512,3.9798,3.5376000000000003,3.0954
65,2.7301428000000003,2.6868071999999996,2.600136,2.5134648000000004,2.5568004,2.816814,3.1201632000000004,3.6835260000000005,4.116882,4.2902244,4.33356,4.2902244,4.0302108,3.9868751999999996,3.900204,3.8135328000000004,3.900204,3.9868751999999996,4.1602176,4.2468888,4.1602176,3.900204,3.4668479999999997,3.033492
66,2.6744256,2.6319744,2.547072,2.4621696,2.5046207999999996,2.759328,3.0564864000000003,3.608352,4.032864,4.2026688,4.24512,4.2026688,3.9479615999999997,3.9055104,3.820608,3.7357056,3.820608,3.9055104,4.0753151999999995,4.1602176,4.0753151999999995,3.820608,3.396096,2.971584
67,2.6187084,2.5771416,2.494008,2.4108744,2.4524412,2.7018419999999996,2.9928095999999997,3.5331780000000004,3.9488459999999996,4.1151132,4.156680000000001,4.1151132,3.8657124,3.8241455999999996,3.741012,3.6578784000000004,3.741012,3.8241455999999996,3.9904128,4.073546400000001,3.9904128,3.741012,3.3253439999999994,2.909676
68,2.5537050000000003,2.4856062,2.3494086,2.2472604,2.213211,2.213211,2.3153592000000005,2.5196555999999997,2.8261002,3.0303965999999996,3.1325448,3.2006436000000003,3.0984954,3.0644460000000002,3.0644460000000002,2.9282484,2.894199,2.9963472,3.1325448,3.40494,3.3027918000000005,3.234693,3.0644460000000002,2.894199
69,2.487375,2.421045,2.288385,2.18889,2.155725,2.155725,2.25522,2.45421,2.752695,2.9516850000000003,3.0511800000000004,3.1175100000000002,3.018015,2.98485,2.98485,2.85219,2.819025,2.91852,3.0511800000000004,3.3164999999999996,3.2170050000000003,3.1506749999999997,2.98485,2.819025
70,2.5135110000000003,2.4736139999999995,2.39382,2.314026,2.353923,2.593305,2.8725840000000002,3.3912449999999996,3.790215,3.949803,3.9897,3.949803,3.710421,3.6705240000000003,3.5907300000000006,3.510936,3.5907300000000006,3.6705240000000003,3.830112,3.909906,3.830112,3.5907300000000006,3.19176,2.7927899999999997
71,2.7027,2.6598,2.574,2.4882,2.5311,2.7885,3.0888,3.6465,4.0755,4.2471,4.29,4.2471,3.9897,3.9468000000000005,3.8609999999999998,3.7752,3.8609999999999998,3.9468000000000005,4.1184,4.2042,4.1184,3.8609999999999998,3.4320000000000004,3.0029999999999997
72,2.648646,2.606604,2.5225199999999997,2.438436,2.480478,2.73273,3.027024,3.57357,3.9939899999999997,4.162158,4.2042,4.162158,3.909906,3.867864,3.78378,3.6996959999999994,3.78378,3.867864,4.0360320000000005,4.120116,4.0360320000000005,3.78378,3.36336,2.94294
73,2.594592,2.553408,2.47104,2.3886719999999997,2.429856,2.6769600000000002,2.965248,3.5006399999999998,3.91248,4.077216,4.1184,4.077216,3.830112,3.7889280000000003,3.7065600000000005,3.624192,3.7065600000000005,3.7889280000000003,3.953664,4.0360320000000005,3.953664,3.7065600000000005,3.29472,2.88288
74,2.5405379999999997,2.5002120000000003,2.41956,2.338908,2.379234,2.6211899999999995,2.903472,3.4277100000000003,3.83097,3.9922739999999997,4.0326,3.9922739999999997,3.750318,3.7099919999999997,3.6293399999999996,3.548688,3.6293399999999996,3.7099919999999997,3.871296,3.951948,3.871296,3.6293399999999996,3.2260800000000005,2.82282
75,2.477475,2.411409,2.279277,2.1801779999999997,2.147145,2.147145,2.246244,2.444442,2.741739,2.939937,3.0390360000000003,3.105102,3.0060029999999998,2.9729699999999997,2.9729699999999997,2.8408379999999998,2.807805,2.906904,3.0390360000000003,3.3033,3.2042010000000003,3.138135,2.9729699999999997,2.807805
76,2.413125,2.348775,2.220075,2.12355,2.091375,2.091375,2.1879,2.38095,2.670525,2.863575,2.9601,3.0244500000000003,2.927925,2.89575,2.89575,2.7670500000000002,2.734875,2.8314,2.9601,3.2175000000000002,3.1209749999999996,3.056625,2.89575,2.734875
77,2.5556957999999996,2.5151292000000005,2.4339959999999996,2.3528628,2.3934294000000005,2.636829,2.9207952,3.4481610000000007,3.8538270000000003,4.0160934,4.05666,4.0160934,3.7726938,3.7321272,3.650994,3.5698608,3.650994,3.7321272,3.8943936,3.9755268000000004,3.8943936,3.650994,3.245328,2.8396620000000006
78,2.74806,2.70444,2.6172,2.52996,2.57358,2.8353,3.1406400000000003,3.7077,4.1439,4.318379999999999,4.362,4.318379999999999,4.05666,4.01304,3.9257999999999997,3.83856,3.9257999999999997,4.01304,4.18752,4.27476,4.18752,3.9257999999999997,3.4896000000000003,3.0534
79,2.6930987999999996,2.6503512000000002,2.5648560000000002,2.4793608000000003,2.5221084,2.778594,3.0778272000000007,3.633546,4.061022,4.2320124,4.27476,4.2320124,3.9755268000000004,3.9327791999999997,3.847284,3.7617887999999997,3.847284,3.9327791999999997,4.1037696,4.1892648,4.1037696,3.847284,3.419808,2.992332
80,2.6381376,2.5962624000000005,2.5125120000000005,2.4287615999999996,2.4706368,2.721888,3.0150144,3.559392,3.9781439999999995,4.1456448,4.18752,4.1456448,3.8943936,3.8525184,3.768768,3.6850176,3.768768,3.8525184,4.020019199999999,4.1037696,4.020019199999999,3.768768,3.3500159999999997,2.9312639999999996
81,2.5831764,2.5421736,2.4601679999999995,2.3781624,2.4191652,2.665182,2.9522015999999995,3.485238,3.895266,4.0592772,4.10028,4.0592772,3.8132604,3.7722575999999997,3.690252,3.6082464000000005,3.690252,3.7722575999999997,3.9362687999999997,4.0182744,3.9362687999999997,3.690252,3.2802239999999996,2.870196
82,2.519055,2.4518802,2.3175306,2.2167684,2.1831810000000003,2.1831810000000003,2.2839432000000004,2.4854676,2.7877542,2.9892785999999996,3.0900407999999997,3.1572156,3.0564533999999997,3.022866,3.022866,2.8885164000000003,2.8549290000000003,2.9556912000000004,3.0900407999999997,3.35874,3.257977800000001,3.190803,3.022866,2.8549290000000003
83,2.453625,2.3881949999999996,2.2573350000000003,2.1591899999999997,2.126475,2.126475,2.22462,2.42091,2.715345,2.9116350000000004,3.00978,3.07521,2.9770649999999996,2.94435,2.94435,2.81349,2.780775,2.87892,3.00978,3.2715,3.173355,3.1079250000000003,2.94435,2.780775
84,2.4748416,2.4355584,2.356992,2.2784256,2.3177088,2.553408,2.8283904000000004,3.339072,3.731904,3.8890368,3.92832,3.8890368,3.6533375999999995,3.6140543999999997,3.535488,3.4569216000000003,3.535488,3.6140543999999997,3.7711872,3.8497535999999997,3.7711872,3.535488,3.142656,2.749824
